id,title,original_title,url,archive_url,date,people,generation,language,outlet,type,tags,summary,post_file,status,era_skin,imported_post_slug,imported_post_path,translation_file,title_zh,post_slug,source_name,source_url,imported_file,era,imported_date,year,imported,file_path,note,chinese_title,post_url,speaker,publication,file
PKMN-0173,2023『朱·紫 零之秘宝』公式本：太乐巴戈斯与古代未来悖谬真相,スカーレット・バイオレット ゼロの秘宝 公式本 開発スタッフ対談,https://pokeamice.notion.site/sv-dlc-guidebook,https://web.archive.org/web/*/https://pokeamice.notion.site/sv-dlc-guidebook,2023-12-20,大森滋; 岩尾和昌,Gen 9,JA,Overdrivin'/小学馆,Guidebook Interview,攻略本访谈; Gen 9; 零之秘宝; 悖谬宝可梦; JA,官方完全攻略本末尾开发团队长篇深度专访：スカーレット・バイオレット ゼロの秘宝 公式本 開発スタッフ対談,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0174,元宫秀介完全攻略本对谈 #174,Official Guide Interview #174,https://pokeamice.notion.site/guide-174,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-174,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0175,元宫秀介完全攻略本对谈 #175,Official Guide Interview #175,https://pokeamice.notion.site/guide-175,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-175,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0176,元宫秀介完全攻略本对谈 #176,Official Guide Interview #176,https://pokeamice.notion.site/guide-176,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-176,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0177,元宫秀介完全攻略本对谈 #177,Official Guide Interview #177,https://pokeamice.notion.site/guide-177,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-177,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0178,元宫秀介完全攻略本对谈 #178,Official Guide Interview #178,https://pokeamice.notion.site/guide-178,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-178,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0179,元宫秀介完全攻略本对谈 #179,Official Guide Interview #179,https://pokeamice.notion.site/guide-179,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-179,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0180,元宫秀介完全攻略本对谈 #180,Official Guide Interview #180,https://pokeamice.notion.site/guide-180,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-180,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0181,元宫秀介完全攻略本对谈 #181,Official Guide Interview #181,https://pokeamice.notion.site/guide-181,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-181,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0182,元宫秀介完全攻略本对谈 #182,Official Guide Interview #182,https://pokeamice.notion.site/guide-182,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-182,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0183,元宫秀介完全攻略本对谈 #183,Official Guide Interview #183,https://pokeamice.notion.site/guide-183,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-183,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0184,元宫秀介完全攻略本对谈 #184,Official Guide Interview #184,https://pokeamice.notion.site/guide-184,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-184,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0185,元宫秀介完全攻略本对谈 #185,Official Guide Interview #185,https://pokeamice.notion.site/guide-185,https://web.archive.org/web/*/https://pokeamice.notion.site/guide-185,2008-01-01,增田顺一; 杉森建,Gen 4,JA,Overdrivin',Guidebook Interview,攻略本访谈; JA; 元宫秀介,,,unimported,,,,,,,,,,,,,,,,,,,,
PKMN-0186,增田顺一专栏：第1回：增田部长专栏开篇与音乐漫谈,第1回：連載開始のご挨拶と音楽づくりについて,https://www.gamefreak.co.jp/blog/dir/?p=1,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=1,2005-05-27,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第1回，探讨丰缘音乐。,_posts/2004-08-02-gamefreak-director-001.md,imported,,,,,,,,,_posts/2004-08-02-gamefreak-director-001.md,,2026-09-14,,,,收录于 PKMN-0044《增田部长的觉醒力量（前篇）》（第1回）,,,,,
PKMN-0187,增田顺一专栏：增田部长专栏 第2回：开发随想与创作手记,増田部長のめざめるパワー 第2回,https://www.gamefreak.co.jp/blog/dir/?p=2,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=2,2005-11-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第2回，探讨开发随笔。,_posts/2004-08-03-gamefreak-director-002.md,imported,,,,,,,,,_posts/2004-08-03-gamefreak-director-002.md,,2026-09-14,,,,收录于 PKMN-0044《增田部长的觉醒力量（前篇）》（第2回）,,,,,
PKMN-0188,增田顺一专栏：增田部长专栏 第3回：开发随想与创作手记,増田部長のめざめるパワー 第3回,https://www.gamefreak.co.jp/blog/dir/?p=3,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=3,2005-04-22,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第3回，探讨开发随笔。,_posts/2004-08-04-gamefreak-director-003.md,imported,,,,,,,,,_posts/2004-08-04-gamefreak-director-003.md,,2026-09-14,,,,收录于 PKMN-0044《增田部长的觉醒力量（前篇）》（第3回）,,,,,
PKMN-0189,增田顺一专栏：增田部长专栏 第4回：开发随想与创作手记,増田部長のめざめるパワー 第4回,https://www.gamefreak.co.jp/blog/dir/?p=4,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=4,2005-09-01,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第4回，探讨开发随笔。,_posts/2004-08-05-gamefreak-director-004.md,imported,,,,,,,,,_posts/2004-08-05-gamefreak-director-004.md,,2026-09-14,,,,收录于 PKMN-0044《增田部长的觉醒力量（前篇）》（第4回）,,,,,
PKMN-0190,增田顺一专栏：第5回：为什么要把丰缘设计成被海洋包围的岛屿,第5回：ルビー・サファイアの自然と海,https://www.gamefreak.co.jp/blog/dir/?p=5,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=5,2005-07-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第5回，探讨大自然世界观。,_posts/2004-08-06-gamefreak-director-005.md,imported,,,,,,,,,_posts/2004-08-06-gamefreak-director-005.md,,2026-09-14,,,,收录于 PKMN-0044《增田部长的觉醒力量（前篇）》（第5回）,,,,,
PKMN-0191,增田顺一专栏：增田部长专栏 第6回：开发随想与创作手记,増田部長のめざめるパワー 第6回,https://www.gamefreak.co.jp/blog/dir/?p=6,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=6,2005-07-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第6回，探讨开发随笔。,_posts/2004-08-16-gamefreak-director-006.md,imported,,,,,,,,,_posts/2004-08-16-gamefreak-director-006.md,,2026-09-14,,,,收录于 PKMN-0044《增田部长的觉醒力量（前篇）》（第6回）,,,,,
PKMN-0192,GAME FREAK 官方博客专栏：增田部长的觉醒力量（后篇·微调与手感：第7回~第12回）——猜拳迭代法、主角撞墙物理手感与〈火红／叶绿〉海外命名秘辛,増田部長のめざめるパワー 第7回,https://www.gamefreak.co.jp/blog/dir/?p=7,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=7,2005-12-22,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第7回，探讨开发随笔。,_posts/2004-08-17-gamefreak-director-007.md,imported,,,,,,,,,_posts/2004-08-17-gamefreak-director-007.md,,2026-09-14,,,,,,,,,
PKMN-0193,增田顺一专栏：增田部长专栏 第8回：开发随想与创作手记,増田部長のめざめるパワー 第8回,https://www.gamefreak.co.jp/blog/dir/?p=8,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=8,2005-05-01,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第8回，探讨开发随笔。,_posts/2004-08-18-gamefreak-director-008.md,imported,,,,,,,,,_posts/2004-08-18-gamefreak-director-008.md,,2026-09-14,,,,收录于 PKMN-0192《增田部长的觉醒力量（后篇）》（第8回）,,,,,
PKMN-0194,增田顺一专栏：增田部长专栏 第9回：开发随想与创作手记,増田部長のめざめるパワー 第9回,https://www.gamefreak.co.jp/blog/dir/?p=9,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=9,2005-10-08,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第9回，探讨开发随笔。,_posts/2004-08-26-gamefreak-director-009.md,imported,,,,,,,,,_posts/2004-08-26-gamefreak-director-009.md,,2026-09-14,,,,收录于 PKMN-0192《增田部长的觉醒力量（后篇）》（第9回）,,,,,
PKMN-0195,增田顺一专栏：增田部长专栏 第10回：开发随想与创作手记,増田部長のめざめるパワー 第10回,https://www.gamefreak.co.jp/blog/dir/?p=10,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=10,2005-03-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第10回，探讨开发随笔。,_posts/2004-08-27-gamefreak-director-010.md,imported,,,,,,,,,_posts/2004-08-27-gamefreak-director-010.md,,2026-09-14,,,,收录于 PKMN-0192《增田部长的觉醒力量（后篇）》（第10回）,,,,,
PKMN-0196,增田顺一专栏：增田部长专栏 第11回：开发随想与创作手记,増田部長のめざめるパワー 第11回,https://www.gamefreak.co.jp/blog/dir/?p=11,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=11,2005-08-22,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第11回，探讨开发随笔。,_posts/2004-08-30-gamefreak-director-011.md,imported,,,,,,,,,_posts/2004-08-30-gamefreak-director-011.md,,2026-09-14,,,,收录于 PKMN-0192《增田部长的觉醒力量（后篇）》（第11回）,,,,,
PKMN-0197,增田顺一专栏：增田部长专栏 第12回：开发随想与创作手记,増田部長のめざめるパワー 第12回,https://www.gamefreak.co.jp/blog/dir/?p=12,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=12,2005-01-01,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第12回，探讨开发随笔。,_posts/2004-08-31-gamefreak-director-012.md,imported,,,,,,,,,_posts/2004-08-31-gamefreak-director-012.md,,2026-09-14,,,,收录于 PKMN-0192《增田部长的觉醒力量（后篇）》（第12回）,,,,,
PKMN-0198,增田顺一专栏：增田部长专栏 第13回：开发随想与创作手记,増田部長のめざめるパワー 第13回,https://www.gamefreak.co.jp/blog/dir/?p=13,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=13,2005-06-08,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第13回，探讨开发随笔。,_posts/2004-09-02-gamefreak-director-013.md,imported,,,,,,,,,_posts/2004-09-02-gamefreak-director-013.md,,,,,,,,,,,
PKMN-0199,增田顺一专栏：增田部长专栏 第14回：开发随想与创作手记,増田部長のめざめるパワー 第14回,https://www.gamefreak.co.jp/blog/dir/?p=14,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=14,2005-11-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第14回，探讨开发随笔。,_posts/2004-09-09-gamefreak-director-014.md,imported,,,,,,,,,_posts/2004-09-09-gamefreak-director-014.md,,,,,,,,,,,
PKMN-0200,增田顺一专栏：第15回：开发室里的合成器与调音台,第15回：開発室のシンセサイザーと音づくり,https://www.gamefreak.co.jp/blog/dir/?p=15,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=15,2005-10-20,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第15回，探讨音响工程。,_posts/2004-09-09-gamefreak-director-015.md,imported,,,,,,,,,_posts/2004-09-09-gamefreak-director-015.md,,,,,,,,,,,
PKMN-0201,增田顺一专栏：增田部长专栏 第16回：开发随想与创作手记,増田部長のめざめるパワー 第16回,https://www.gamefreak.co.jp/blog/dir/?p=16,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=16,2005-09-01,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第16回，探讨开发随笔。,_posts/2004-09-10-gamefreak-director-016.md,imported,,,,,,,,,_posts/2004-09-10-gamefreak-director-016.md,,,,,,,,,,,
PKMN-0202,增田顺一专栏：增田部长专栏 第17回：开发随想与创作手记,増田部長のめざめるパワー 第17回,https://www.gamefreak.co.jp/blog/dir/?p=17,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=17,2005-02-08,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第17回，探讨开发随笔。,_posts/2004-09-27-gamefreak-director-017.md,imported,,,,,,,,,_posts/2004-09-27-gamefreak-director-017.md,,,,,,,,,,,
PKMN-0203,增田顺一专栏：增田部长专栏 第18回：开发随想与创作手记,増田部長のめざめるパワー 第18回,https://www.gamefreak.co.jp/blog/dir/?p=18,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=18,2005-07-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第18回，探讨开发随笔。,_posts/2004-09-28-gamefreak-director-018.md,imported,,,,,,,,,_posts/2004-09-28-gamefreak-director-018.md,,,,,,,,,,,
PKMN-0204,增田顺一专栏：增田部长专栏 第19回：开发随想与创作手记,増田部長のめざめるパワー 第19回,https://www.gamefreak.co.jp/blog/dir/?p=19,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=19,2005-12-22,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第19回，探讨开发随笔。,_posts/2004-09-29-gamefreak-director-019.md,imported,,,,,,,,,_posts/2004-09-29-gamefreak-director-019.md,,,,,,,,,,,
PKMN-0205,增田顺一专栏：增田部长专栏 第20回：开发随想与创作手记,増田部長のめざめるパワー 第20回,https://www.gamefreak.co.jp/blog/dir/?p=20,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=20,2005-05-01,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第20回，探讨开发随笔。,_posts/2004-09-30-gamefreak-director-020.md,imported,,,,,,,,,_posts/2004-09-30-gamefreak-director-020.md,,,,,,,,,,,
PKMN-0206,增田顺一专栏：增田部长专栏 第21回：开发随想与创作手记,増田部長のめざめるパワー 第21回,https://www.gamefreak.co.jp/blog/dir/?p=21,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=21,2005-10-08,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第21回，探讨开发随笔。,_posts/2004-10-04-gamefreak-director-021.md,imported,,,,,,,,,_posts/2004-10-04-gamefreak-director-021.md,,,,,,,,,,,
PKMN-0207,增田顺一专栏：增田部长专栏 第22回：开发随想与创作手记,増田部長のめざめるパワー 第22回,https://www.gamefreak.co.jp/blog/dir/?p=22,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=22,2005-03-15,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第22回，探讨开发随笔。,_posts/2004-10-07-gamefreak-director-022.md,imported,,,,,,,,,_posts/2004-10-07-gamefreak-director-022.md,,,,,,,,,,,
PKMN-0208,增田顺一专栏：增田部长专栏 第23回：开发随想与创作手记,増田部長のめざめるパワー 第23回,https://www.gamefreak.co.jp/blog/dir/?p=23,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=23,2005-08-22,增田顺一,Gen 3,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 3; JA,Game Freak 董事兼总监增田顺一亲笔专栏第23回，探讨开发随笔。,_posts/2004-10-27-gamefreak-director-023.md,imported,,,,,,,,,_posts/2004-10-27-gamefreak-director-023.md,,,,,,,,,,,
PKMN-0209,增田顺一专栏：增田部长专栏 第24回：开发随想与创作手记,増田部長のめざめるパワー 第24回,https://www.gamefreak.co.jp/blog/dir/?p=24,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=24,2006-01-01,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第24回，探讨开发随笔。,_posts/2004-10-28-gamefreak-director-024.md,imported,,,,,,,,,_posts/2004-10-28-gamefreak-director-024.md,,,,,,,,,,,
PKMN-0210,增田顺一专栏：增田部长专栏 第25回：开发随想与创作手记,増田部長のめざめるパワー 第25回,https://www.gamefreak.co.jp/blog/dir/?p=25,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=25,2006-06-08,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第25回，探讨开发随笔。,_posts/2004-12-07-gamefreak-director-025.md,imported,,,,,,,,,_posts/2004-12-07-gamefreak-director-025.md,,,,,,,,,,,
PKMN-0211,增田顺一专栏：增田部长专栏 第26回：开发随想与创作手记,増田部長のめざめるパワー 第26回,https://www.gamefreak.co.jp/blog/dir/?p=26,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=26,2006-11-15,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第26回，探讨开发随笔。,_posts/2004-12-13-gamefreak-director-026.md,imported,,,,,,,,,_posts/2004-12-13-gamefreak-director-026.md,,,,,,,,,,,
PKMN-0212,增田顺一专栏：增田部长专栏 第27回：开发随想与创作手记,増田部長のめざめるパワー 第27回,https://www.gamefreak.co.jp/blog/dir/?p=27,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=27,2006-04-22,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第27回，探讨开发随笔。,_posts/2004-12-16-gamefreak-director-027.md,imported,,,,,,,,,_posts/2004-12-16-gamefreak-director-027.md,,,,,,,,,,,
PKMN-0213,增田顺一专栏：第28回：GB芯片单声道音乐在耳机里产生的立体声错觉,第28回：ゲームボーイ音源の不思議な立体感,https://www.gamefreak.co.jp/blog/dir/?p=28,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=28,2006-03-10,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第28回，探讨芯片音乐。,_posts/2004-12-21-gamefreak-director-028.md,imported,,,,,,,,,_posts/2004-12-21-gamefreak-director-028.md,,,,,,,,,,,
PKMN-0214,增田顺一专栏：增田部长专栏 第29回：开发随想与创作手记,増田部長のめざめるパワー 第29回,https://www.gamefreak.co.jp/blog/dir/?p=29,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=29,2006-02-08,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第29回，探讨开发随笔。,_posts/2004-12-27-gamefreak-director-029.md,imported,,,,,,,,,_posts/2004-12-27-gamefreak-director-029.md,,,,,,,,,,,
PKMN-0215,增田顺一专栏：增田部长专栏 第30回：开发随想与创作手记,増田部長のめざめるパワー 第30回,https://www.gamefreak.co.jp/blog/dir/?p=30,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=30,2006-07-15,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第30回，探讨开发随笔。,_posts/2005-01-07-gamefreak-director-030.md,imported,,,,,,,,,_posts/2005-01-07-gamefreak-director-030.md,,,,,,,,,,,
PKMN-0216,增田顺一专栏：增田部长专栏 第31回：开发随想与创作手记,増田部長のめざめるパワー 第31回,https://www.gamefreak.co.jp/blog/dir/?p=31,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=31,2006-12-22,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第31回，探讨开发随笔。,_posts/2005-01-24-gamefreak-director-031.md,imported,,,,,,,,,_posts/2005-01-24-gamefreak-director-031.md,,,,,,,,,,,
PKMN-0217,增田顺一专栏：增田部长专栏 第32回：开发随想与创作手记,増田部長のめざめるパワー 第32回,https://www.gamefreak.co.jp/blog/dir/?p=32,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=32,2006-05-01,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第32回，探讨开发随笔。,_posts/2005-02-25-gamefreak-director-032.md,imported,,,,,,,,,_posts/2005-02-25-gamefreak-director-032.md,,,,,,,,,,,
PKMN-0218,增田顺一专栏：增田部长专栏 第33回：开发随想与创作手记,増田部長のめざめるパワー 第33回,https://www.gamefreak.co.jp/blog/dir/?p=33,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=33,2006-10-08,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第33回，探讨开发随笔。,_posts/2005-03-01-gamefreak-director-033.md,imported,,,,,,,,,_posts/2005-03-01-gamefreak-director-033.md,,,,,,,,,,,
PKMN-0219,增田顺一专栏：增田部长专栏 第34回：开发随想与创作手记,増田部長のめざめるパワー 第34回,https://www.gamefreak.co.jp/blog/dir/?p=34,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=34,2006-03-15,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第34回，探讨开发随笔。,_posts/2005-03-14-gamefreak-director-034.md,imported,,,,,,,,,_posts/2005-03-14-gamefreak-director-034.md,,,,,,,,,,,
PKMN-0220,增田顺一专栏：增田部长专栏 第35回：开发随想与创作手记,増田部長のめざめるパワー 第35回,https://www.gamefreak.co.jp/blog/dir/?p=35,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=35,2006-08-22,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第35回，探讨开发随笔。,_posts/2005-03-18-gamefreak-director-035.md,imported,,,,,,,,,_posts/2005-03-18-gamefreak-director-035.md,,,,,,,,,,,
PKMN-0221,增田顺一专栏：增田部长专栏 第36回：开发随想与创作手记,増田部長のめざめるパワー 第36回,https://www.gamefreak.co.jp/blog/dir/?p=36,https://web.archive.org/web/*/https://www.gamefreak.co.jp/blog/dir/?p=36,2006-01-01,增田顺一,Gen 4,JA,Game Freak 官方博客,Director Column,增田顺一; 觉醒力量; Game Freak; 开发随笔; Gen 4; JA,Game Freak 董事兼总监增田顺一亲笔专栏第36回，探讨开发随笔。,_posts/2005-04-28-gamefreak-director-036.md,imported,,,,,,,,,_posts/2005-04-28-gamefreak-director-036.md,,,,,,,,,,,
