number,lang,month,date,page_url,permalink
74,en,2007-02,2007-02-01,https://www.gamefreak.co.jp/blog/dir_english/2007/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-74
75,ja,2007-02,2007-02-28,https://www.gamefreak.co.jp/blog/dir/2007/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%97%ef%bc%95%e5%9b%9e%e3%83%bb/
75,en,2007-02,2007-02-28,https://www.gamefreak.co.jp/blog/dir_english/2007/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-75
76,ja,2007-03,2007-03-16,https://www.gamefreak.co.jp/blog/dir/2007/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%97%ef%bc%96%e5%9b%9e%e3%83%bb/
76,en,2007-03,2007-03-16,https://www.gamefreak.co.jp/blog/dir_english/2007/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-76
77,ja,2007-04,2007-04-16,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%97%ef%bc%97%e5%9b%9e%e3%83%bb/
77,en,2007-04,2007-04-16,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-77
78,ja,2007-04,2007-04-17,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%97%ef%bc%98%e5%9b%9e%e3%83%bb/
78,en,2007-04,2007-04-17,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-78
79,ja,2007-04,2007-04-18,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%97%ef%bc%99%e5%9b%9e%e3%83%bb/
79,en,2007-04,2007-04-18,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-79
80,ja,2007-04,2007-04-19,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%90%e5%9b%9e%e3%83%bb/
80,en,2007-04,2007-04-19,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-80
81,ja,2007-04,2007-04-20,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%91%e5%9b%9e%e3%83%bb/
81,en,2007-04,2007-04-20,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-81
82,ja,2007-04,2007-04-22,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%92%e5%9b%9e%e3%83%bb/
82,en,2007-04,2007-04-22,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-82
83,ja,2007-04,2007-04-26,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%93%e5%9b%9e%e3%83%bb/
83,en,2007-04,2007-04-26,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-83
84,ja,2007-04,2007-04-27,https://www.gamefreak.co.jp/blog/dir/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%94%e5%9b%9e%e3%83%bb/
84,en,2007-04,2007-04-27,https://www.gamefreak.co.jp/blog/dir_english/2007/04/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-84
85,ja,2007-06,2007-06-11,https://www.gamefreak.co.jp/blog/dir/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%95%e5%9b%9e%e3%83%bb/
85,en,2007-06,2007-06-11,https://www.gamefreak.co.jp/blog/dir_english/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-85
86,ja,2007-06,2007-06-12,https://www.gamefreak.co.jp/blog/dir/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%96%e5%9b%9e%e3%83%bb/
86,en,2007-06,2007-06-12,https://www.gamefreak.co.jp/blog/dir_english/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-86
87,ja,2007-06,2007-06-14,https://www.gamefreak.co.jp/blog/dir/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%97%e5%9b%9e%e3%83%bb/
87,en,2007-06,2007-06-14,https://www.gamefreak.co.jp/blog/dir_english/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-87
88,ja,2007-06,2007-06-15,https://www.gamefreak.co.jp/blog/dir/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%98%e5%9b%9e%e3%83%bb/
88,en,2007-06,2007-06-15,https://www.gamefreak.co.jp/blog/dir_english/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-88
89,ja,2007-06,2007-06-18,https://www.gamefreak.co.jp/blog/dir/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%98%ef%bc%99%e5%9b%9e%e3%83%bb/
89,en,2007-06,2007-06-18,https://www.gamefreak.co.jp/blog/dir_english/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-89
90,ja,2007-06,2007-06-19,https://www.gamefreak.co.jp/blog/dir/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%90%e5%9b%9e%e3%83%bb/
90,en,2007-06,2007-06-19,https://www.gamefreak.co.jp/blog/dir_english/2007/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-90
91,ja,2007-07,2007-07-30,https://www.gamefreak.co.jp/blog/dir/2007/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%91%e5%9b%9e%e3%83%bb/
92,ja,2007-08,2007-08-01,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%92%e5%9b%9e%e3%83%bb/
92,en,2007-08,2007-07-30,https://www.gamefreak.co.jp/blog/dir_english/2007/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-92
93,ja,2007-08,2007-08-03,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%93%e5%9b%9e%e3%83%bb/
93,en,2007-08,2007-08-03,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-93
94,ja,2007-08,2007-08-06,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%94%e5%9b%9e%e3%83%bb/
94,en,2007-08,2007-08-06,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-94
95,ja,2007-08,2007-08-09,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%95%e5%9b%9e%e3%83%bb/
95,en,2007-08,2007-08-09,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-95
96,ja,2007-08,2007-08-10,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%96%e5%9b%9e%e3%83%bb/
96,en,2007-08,2007-08-10,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-96
97,ja,2007-08,2007-08-22,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%97%e5%9b%9e%e3%83%bb/
97,en,2007-08,2007-08-22,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-97
98,ja,2007-08,2007-08-23,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%98%e5%9b%9e%e3%83%bb/
98,en,2007-08,2007-08-23,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-98
99,ja,2007-08,2007-08-24,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%99%ef%bc%99%e5%9b%9e%e3%83%bb/
99,en,2007-08,2007-08-24,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-99
100,ja,2007-08,2007-08-28,https://www.gamefreak.co.jp/blog/dir/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%90%e5%9b%9e%e3%83%bb/
100,en,2007-08,2007-08-28,https://www.gamefreak.co.jp/blog/dir_english/2007/08/index.html,https://www.gamefreak.co.jp/blog/dir_english/no-100
101,ja,2007-09,2007-09-03,https://www.gamefreak.co.jp/blog/dir/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%91%e5%9b%9e%e3%83%bb/
101,en,2007-09,2007-09-03,https://www.gamefreak.co.jp/blog/dir_english/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no101
102,ja,2007-09,2007-09-04,https://www.gamefreak.co.jp/blog/dir/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%92%e5%9b%9e%e3%83%bb/
102,en,2007-09,2007-09-04,https://www.gamefreak.co.jp/blog/dir_english/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no102
103,ja,2007-09,2007-09-05,https://www.gamefreak.co.jp/blog/dir/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%93%e5%9b%9e%e3%83%bb/
103,en,2007-09,2007-09-05,https://www.gamefreak.co.jp/blog/dir_english/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no103
104,ja,2007-09,2007-09-21,https://www.gamefreak.co.jp/blog/dir/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%94%e5%9b%9e%e3%83%bb/
104,en,2007-09,2007-09-09,https://www.gamefreak.co.jp/blog/dir_english/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no104
105,ja,2007-09,2007-09-27,https://www.gamefreak.co.jp/blog/dir/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%95%e5%9b%9e%e3%83%bb/
105,en,2007-09,2007-09-27,https://www.gamefreak.co.jp/blog/dir_english/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no105
106,ja,2007-09,2007-09-28,https://www.gamefreak.co.jp/blog/dir/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%96%e5%9b%9e%e3%83%bb/
106,en,2007-09,2007-09-28,https://www.gamefreak.co.jp/blog/dir_english/2007/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no106
107,ja,2007-10,2007-10-01,https://www.gamefreak.co.jp/blog/dir/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%97%e5%9b%9e%e3%83%bb/
107,en,2007-10,2007-10-01,https://www.gamefreak.co.jp/blog/dir_english/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no107
108,ja,2007-10,2007-10-03,https://www.gamefreak.co.jp/blog/dir/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%98%e5%9b%9e%e3%83%bb/
108,en,2007-10,2007-10-03,https://www.gamefreak.co.jp/blog/dir_english/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no108
109,ja,2007-10,2007-10-04,https://www.gamefreak.co.jp/blog/dir/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%90%ef%bc%99%e5%9b%9e%e3%83%bb/
109,en,2007-10,2007-10-04,https://www.gamefreak.co.jp/blog/dir_english/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no109
110,ja,2007-10,2007-10-11,https://www.gamefreak.co.jp/blog/dir/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%90%e5%9b%9e%e3%83%bb/
110,en,2007-10,2007-10-11,https://www.gamefreak.co.jp/blog/dir_english/2007/10/index.html,https://www.gamefreak.co.jp/blog/dir_english/no110
111,ja,2007-11,2007-11-01,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%91%e5%9b%9e%e3%83%bb/
111,en,2007-11,2007-11-01,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no111
112,ja,2007-11,2007-11-06,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,
112,en,2007-11,2007-11-06,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no112
113,ja,2007-11,2007-11-07,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%93%e5%9b%9e%e3%83%bb/
113,en,2007-11,2007-11-07,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no113
114,ja,2007-11,2007-11-09,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%94%e5%9b%9e%e3%83%bb/
114,en,2007-11,2007-11-09,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no114
115,ja,2007-11,2007-11-22,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%95%e5%9b%9e%e3%83%bb/
115,en,2007-11,2007-11-22,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no115
116,ja,2007-11,2007-11-27,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%96%e5%9b%9e%e3%83%bb/
116,en,2007-11,2007-11-27,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no116
117,ja,2007-11,2007-11-28,https://www.gamefreak.co.jp/blog/dir/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%97%e5%9b%9e%e3%83%bb/
117,en,2007-11,2007-11-28,https://www.gamefreak.co.jp/blog/dir_english/2007/11/index.html,https://www.gamefreak.co.jp/blog/dir_english/no117
118,ja,2007-12,2007-12-13,https://www.gamefreak.co.jp/blog/dir/2007/12/index.html,
118,en,2007-12,2007-12-14,https://www.gamefreak.co.jp/blog/dir_english/2007/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no118
119,ja,2008-01,2008-01-10,https://www.gamefreak.co.jp/blog/dir/2008/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%91%ef%bc%99%e5%9b%9e%e3%83%bb/
119,en,2008-01,2008-01-10,https://www.gamefreak.co.jp/blog/dir_english/2008/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no119
120,ja,2008-01,2008-01-11,https://www.gamefreak.co.jp/blog/dir/2008/01/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%90%e5%9b%9e%e3%83%bb/
120,en,2008-01,2008-01-11,https://www.gamefreak.co.jp/blog/dir_english/2008/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no120
121,ja,2008-01,2008-01-15,https://www.gamefreak.co.jp/blog/dir/2008/01/index.html,
121,en,2008-01,2008-01-15,https://www.gamefreak.co.jp/blog/dir_english/2008/01/index.html,https://www.gamefreak.co.jp/blog/dir_english/no121
122,ja,2008-02,2008-02-18,https://www.gamefreak.co.jp/blog/dir/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%92%e5%9b%9e%e3%83%bb/
122,en,2008-02,2008-02-18,https://www.gamefreak.co.jp/blog/dir_english/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no122
123,ja,2008-02,2008-02-26,https://www.gamefreak.co.jp/blog/dir/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%93%e5%9b%9e%e3%83%bb-2/
123,en,2008-02,2008-02-26,https://www.gamefreak.co.jp/blog/dir_english/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no123
124,ja,2008-02,2008-02-27,https://www.gamefreak.co.jp/blog/dir/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%94%e5%9b%9e%e3%83%bb/
124,en,2008-02,2008-02-27,https://www.gamefreak.co.jp/blog/dir_english/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no124
125,ja,2008-02,2008-02-28,https://www.gamefreak.co.jp/blog/dir/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%95%e5%9b%9e%e3%83%bb-2/
125,en,2008-02,2008-02-28,https://www.gamefreak.co.jp/blog/dir_english/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no125
126,ja,2008-02,2008-02-29,https://www.gamefreak.co.jp/blog/dir/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%96%e5%9b%9e%e3%83%bb/
126,en,2008-02,2008-02-29,https://www.gamefreak.co.jp/blog/dir_english/2008/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no126
127,ja,2008-05,2008-05-16,https://www.gamefreak.co.jp/blog/dir/2008/05/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%97%e5%9b%9e%e3%83%bb/
127,en,2008-05,2008-05-16,https://www.gamefreak.co.jp/blog/dir_english/2008/05/index.html,https://www.gamefreak.co.jp/blog/dir_english/no127
128,ja,2008-06,2008-06-02,https://www.gamefreak.co.jp/blog/dir/2008/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%98%e5%9b%9e%e3%83%bb/
128,en,2008-06,2008-06-03,https://www.gamefreak.co.jp/blog/dir_english/2008/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no128
129,ja,2008-06,2008-06-27,https://www.gamefreak.co.jp/blog/dir/2008/06/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%92%ef%bc%99%e5%9b%9e%e3%83%bb/
129,en,2008-06,2008-06-27,https://www.gamefreak.co.jp/blog/dir_english/2008/06/index.html,https://www.gamefreak.co.jp/blog/dir_english/no129
130,ja,2008-07,2008-07-16,https://www.gamefreak.co.jp/blog/dir/2008/07/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%90%e5%9b%9e%e3%83%bb/
130,en,2008-07,2008-07-16,https://www.gamefreak.co.jp/blog/dir_english/2008/07/index.html,https://www.gamefreak.co.jp/blog/dir_english/no130
131,ja,2008-09,2008-09-16,https://www.gamefreak.co.jp/blog/dir/2008/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%91%e5%9b%9e%e3%83%bb/
131,en,2008-09,2008-09-17,https://www.gamefreak.co.jp/blog/dir_english/2008/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no131
132,ja,2008-09,2008-09-18,https://www.gamefreak.co.jp/blog/dir/2008/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%92%e5%9b%9e%e3%83%bb/
132,en,2008-09,2008-09-18,https://www.gamefreak.co.jp/blog/dir_english/2008/09/index.html,
133,ja,2008-09,2008-09-26,https://www.gamefreak.co.jp/blog/dir/2008/09/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%93%e5%9b%9e%e3%83%bb/
133,en,2008-09,2008-09-29,https://www.gamefreak.co.jp/blog/dir_english/2008/09/index.html,https://www.gamefreak.co.jp/blog/dir_english/no133
134,ja,2008-12,2008-12-26,https://www.gamefreak.co.jp/blog/dir/2008/12/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%94%e5%9b%9e%e3%83%bb/
134,en,2008-12,2008-12-26,https://www.gamefreak.co.jp/blog/dir_english/2008/12/index.html,https://www.gamefreak.co.jp/blog/dir_english/no134
135,ja,2009-02,2009-02-12,https://www.gamefreak.co.jp/blog/dir/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%935%e5%9b%9e%e3%83%bb/
135,en,2009-02,2009-02-12,https://www.gamefreak.co.jp/blog/dir_english/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no135
136,ja,2009-02,2009-02-13,https://www.gamefreak.co.jp/blog/dir/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%936%e5%9b%9e%e3%83%bb/
136,en,2009-02,2009-02-13,https://www.gamefreak.co.jp/blog/dir_english/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no136
137,ja,2009-02,2009-02-16,https://www.gamefreak.co.jp/blog/dir/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%937%e5%9b%9e%e3%83%bb/
137,en,2009-02,2009-02-16,https://www.gamefreak.co.jp/blog/dir_english/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no137
138,ja,2009-02,2009-02-17,https://www.gamefreak.co.jp/blog/dir/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%98%e5%9b%9e%e3%83%bb/
138,en,2009-02,2009-02-17,https://www.gamefreak.co.jp/blog/dir_english/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no138
139,ja,2009-02,2009-02-18,https://www.gamefreak.co.jp/blog/dir/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%93%ef%bc%99%e5%9b%9e%e3%83%bb/
139,en,2009-02,2009-02-18,https://www.gamefreak.co.jp/blog/dir_english/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no139
140,ja,2009-02,2009-02-19,https://www.gamefreak.co.jp/blog/dir/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%90%e5%9b%9e%e3%83%bb/
140,en,2009-02,2009-02-19,https://www.gamefreak.co.jp/blog/dir_english/2009/02/index.html,https://www.gamefreak.co.jp/blog/dir_english/no140
141,ja,2009-03,2009-03-12,https://www.gamefreak.co.jp/blog/dir/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%91%e5%9b%9e%e3%83%bb/
141,en,2009-03,2009-03-12,https://www.gamefreak.co.jp/blog/dir_english/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no141
142,ja,2009-03,2009-03-13,https://www.gamefreak.co.jp/blog/dir/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%92%e5%9b%9e%e3%83%bb/
142,en,2009-03,2009-03-13,https://www.gamefreak.co.jp/blog/dir_english/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no142
143,ja,2009-03,2009-03-17,https://www.gamefreak.co.jp/blog/dir/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%93%e5%9b%9e%e3%83%bb/
143,en,2009-03,2009-03-17,https://www.gamefreak.co.jp/blog/dir_english/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no143
144,ja,2009-03,2009-03-26,https://www.gamefreak.co.jp/blog/dir/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%94%e5%9b%9e%e3%83%bb/
144,en,2009-03,2009-03-26,https://www.gamefreak.co.jp/blog/dir_english/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no144
145,ja,2009-03,2009-03-27,https://www.gamefreak.co.jp/blog/dir/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir/%e3%83%bb%e7%ac%ac%ef%bc%91%ef%bc%94%ef%bc%95%e5%9b%9e%e3%83%bb/
145,en,2009-03,2009-03-27,https://www.gamefreak.co.jp/blog/dir_english/2009/03/index.html,https://www.gamefreak.co.jp/blog/dir_english/no145
